Year,Month,Anomaly,Year_num
1871,11,-0.55,1871.8333333333333
1871,12,-0.462,1871.9166666666667
1872,1,-0.582,1872
1872,2,-0.522,1872.0833333333333
1872,3,-0.479,1872.1666666666667
1872,4,-0.391,1872.25
1872,5,-0.166,1872.3333333333333
1872,6,-0.311,1872.4166666666667
1872,7,-0.083,1872.5
1872,8,-0.011,1872.5833333333333
1872,9,-0.157,1872.6666666666667
1872,10,-0.194,1872.75
1872,11,-0.324,1872.8333333333333
1872,12,-0.563,1872.9166666666667
1873,1,-0.238,1873
1873,2,-0.274,1873.0833333333333
1873,3,-0.382,1873.1666666666667
1873,4,-0.502,1873.25
1873,5,-0.339,1873.3333333333333
1873,6,-0.254,1873.4166666666667
1873,7,-0.184,1873.5
1873,8,-0.131,1873.5833333333333
1873,9,-0.365,1873.6666666666667
1873,10,-0.309,1873.75
1873,11,-0.412,1873.8333333333333
1873,12,-0.204,1873.9166666666667
1874,1,-0.224,1874
1874,2,-0.441,1874.0833333333333
1874,3,-0.701,1874.1666666666667
1874,4,-0.44,1874.25
1874,5,-0.37,1874.3333333333333
1874,6,-0.602,1874.4166666666667
1874,7,-0.211,1874.5
1874,8,-0.264,1874.5833333333333
1874,9,-0.168,1874.6666666666667
1874,10,-0.468,1874.75
1874,11,-0.46,1874.8333333333333
1874,12,-0.308,1874.9166666666667
1875,1,-0.557,1875
1875,2,-0.505,1875.0833333333333
1875,3,-0.604,1875.1666666666667
1875,4,-0.457,1875.25
1875,5,-0.3,1875.3333333333333
1875,6,-0.278,1875.4166666666667
1875,7,-0.222,1875.5
1875,8,-0.154,1875.5833333333333
1875,9,-0.18,1875.6666666666667
1875,10,-0.226,1875.75
1875,11,-0.495,1875.8333333333333
1875,12,-0.563,1875.9166666666667
1876,1,-0.516,1876
1876,2,-0.334,1876.0833333333333
1876,3,-0.382,1876.1666666666667
1876,4,-0.391,1876.25
1876,5,-0.563,1876.3333333333333
1876,6,-0.326,1876.4166666666667
1876,7,-0.046,1876.5
1876,8,-0.238,1876.5833333333333
1876,9,-0.319,1876.6666666666667
1876,10,-0.335,1876.75
1876,11,-0.586,1876.8333333333333
1876,12,-0.652,1876.9166666666667
1877,1,-0.408,1877
1877,2,-0.235,1877.0833333333333
1877,3,-0.077,1877.1666666666667
1877,4,-0.287,1877.25
1877,5,-0.38,1877.3333333333333
1877,6,-0.037,1877.4166666666667
1877,7,0.001,1877.5
1877,8,0.251,1877.5833333333333
1877,9,0.108,1877.6666666666667
1877,10,0.123,1877.75
1877,11,0.09,1877.8333333333333
1877,12,-0.142,1877.9166666666667
1878,1,-0.101,1878
1878,2,0.22,1878.0833333333333
1878,3,0.277,1878.1666666666667
1878,4,0.178,1878.25
1878,5,-0.147,1878.3333333333333
1878,6,0.042,1878.4166666666667
1878,7,-0.001,1878.5
1878,8,0.02,1878.5833333333333
1878,9,0.066,1878.6666666666667
1878,10,-0.07,1878.75
1878,11,-0.136,1878.8333333333333
1878,12,-0.324,1878.9166666666667
1879,1,-0.177,1879
1879,2,-0.273,1879.0833333333333
1879,3,-0.139,1879.1666666666667
1879,4,-0.389,1879.25
1879,5,-0.307,1879.3333333333333
1879,6,-0.298,1879.4166666666667
1879,7,-0.224,1879.5
1879,8,-0.175,1879.5833333333333
1879,9,-0.229,1879.6666666666667
1879,10,-0.103,1879.75
